filename,predicted_rating
24_1_0_20170103163127424.jpg.chip.jpg,2.533551666033502
24_1_0_20170103163129280.jpg.chip.jpg,2.339995493267207
24_1_0_20170103180549431.jpg.chip.jpg,2.305381724545291
24_1_0_20170103180601840.jpg.chip.jpg,2.9358698227899307
24_1_0_20170103180625656.jpg.chip.jpg,2.4126821916652528
24_1_0_20170103180635111.jpg.chip.jpg,3.363115367498468
24_1_0_20170103180642496.jpg.chip.jpg,2.1347850172793787
24_1_0_20170103180732376.jpg.chip.jpg,2.5337955654736852
24_1_0_20170103225156008.jpg.chip.jpg,2.493299980478856
24_1_0_20170104021527253.jpg.chip.jpg,2.6046377024717287
24_1_0_20170104022030117.jpg.chip.jpg,2.4986258473968745
24_1_0_20170104022714148.jpg.chip.jpg,3.491252775566538
24_1_0_20170104022800709.jpg.chip.jpg,1.7681247997255694
24_1_0_20170104234820025.jpg.chip.jpg,3.1088873372998336
24_1_0_20170105000615467.jpg.chip.jpg,3.737967646039017
24_1_0_20170105003235308.jpg.chip.jpg,4.148454398794785
24_1_0_20170105162704533.jpg.chip.jpg,2.3609877969993738
24_1_0_20170105183445456.jpg.chip.jpg,2.605424072792947
24_1_0_20170105183618095.jpg.chip.jpg,2.198817408318722
24_1_0_20170105183641479.jpg.chip.jpg,2.0517883280427642
24_1_0_20170105183749799.jpg.chip.jpg,2.582223871212765
24_1_0_20170105183859832.jpg.chip.jpg,2.10642211112232
24_1_0_20170108225915369.jpg.chip.jpg,2.360867407426895
24_1_0_20170109132509565.jpg.chip.jpg,2.252461456725511
24_1_0_20170111182452767.jpg.chip.jpg,3.1051842328854318
24_1_0_20170111182452774.jpg.chip.jpg,2.1694828809731703
24_1_0_20170112204907819.jpg.chip.jpg,2.5229459349648553
24_1_0_20170112234608449.jpg.chip.jpg,2.877298221347126
24_1_0_20170112234658946.jpg.chip.jpg,3.309278882910929
24_1_0_20170116000527997.jpg.chip.jpg,1.6633665387442655
24_1_0_20170116172723427.jpg.chip.jpg,3.150488857205218
24_1_0_20170116174738833.jpg.chip.jpg,2.552293752098937
24_1_0_20170116205900085.jpg.chip.jpg,2.6978250139110944
24_1_0_20170116205903763.jpg.chip.jpg,1.9432601908187466
24_1_0_20170116214212261.jpg.chip.jpg,1.7273636941346342
24_1_0_20170116214235749.jpg.chip.jpg,2.570719348424408
24_1_0_20170116214311227.jpg.chip.jpg,3.849237940166844
24_1_0_20170116214453175.jpg.chip.jpg,3.0760494174886217
24_1_0_20170116214532199.jpg.chip.jpg,3.62693359194211
24_1_0_20170116215632635.jpg.chip.jpg,1.8273881654553694
24_1_0_20170116215712426.jpg.chip.jpg,1.2222836367529462
24_1_0_20170116220128735.jpg.chip.jpg,2.1113326930905147
24_1_0_20170116222429652.jpg.chip.jpg,2.0850410448534316
