filename,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48
24_1_0_20170103163127424.jpg.chip.jpg,7889.031361885889,659.4040493248488,2832.977768135994,1415.0728743544419,139.59317570831547,-1777.0517286631198,-490.07836048999417,791.8088857930824,1023.9362188814437,-1136.8161643841281,318.17706182781575,-564.0093549844358,-1283.989893879699,-467.8639516769891,-739.2618602948145,649.3549429021259,264.6536833362496,684.0015188282711,213.9005907195231,251.44801715619866,-227.01621525593558,1031.6799132515382,241.51457119968092,-57.326085624896066,-517.9214404304255,-114.93833598235473,-570.8619780680323,-641.1000744090618,88.98755282923136,470.3524962186675,-318.11596260922653,421.9586333449184,65.73577094804361,-157.56695694611554,-342.7589866571263,-1172.8927777522479,-49.79898868295366,107.19900370137916,-272.5436913033378,-79.80338366022175,463.70412081697697,268.4221600284644,14.750917474309524,265.5745015013832,558.4785159200181,46.05858993726004,276.01668358834746,243.64489611120752
24_1_0_20170103163129280.jpg.chip.jpg,771.119920633316,-2991.2529379687016,2024.3597690398842,1331.7842939107684,905.1232231576556,1497.2004999293756,-559.7588310661132,685.4855276046114,61.8854098631296,1521.4394004450219,-1196.4926440801682,1083.9967849417453,-590.0040399300442,94.07164094018887,-327.00748120254957,149.95809511482608,324.69337125972083,-223.2401080930482,-616.5919482479952,692.3554901759748,-1068.0210937859433,130.47585622333256,-960.7636442095932,1216.2480203005834,368.2930344064984,580.5039439136771,663.6773773400399,-512.8946916514187,571.0579257683663,-458.242152785181,235.26578749791977,309.7813061306089,-5.601834587564715,-163.430812252601,-113.37210330198609,-16.257817464331485,-176.3149731427739,-329.71015311084466,184.92538937370279,40.32648910387049,-402.421822149848,402.27505598989893,0.9726737026513677,45.258642053870695,41.36751343992563,228.8417920505965,-218.6884002339922,230.62096661409254
24_1_0_20170103180549431.jpg.chip.jpg,1748.5828001098978,6510.402080876346,428.344848602528,2730.3205316893054,-284.53820407694593,201.92098781387003,1755.5143218797505,-95.69987361567874,-255.0488720389042,837.012568928271,-1272.1140655571232,283.42776090603934,-595.3540773163686,90.36107217465526,-10.474024701625916,1353.6594702499358,-39.37928433352943,1045.872036312529,37.239383443630864,-683.323721676322,497.25728532145774,775.2888095708494,-109.77941368554502,457.29417055132876,307.0268530486998,-728.0992844283471,-631.3575994051091,997.1277810901219,985.5985341709409,-268.19734332805973,-331.83112329778135,264.73948376070274,-416.85164238821625,282.92333836728267,333.7457666597038,931.1366113754032,-136.69476977808026,132.361091098212,-392.18974714256035,277.56774526919,420.5920168288732,203.64322221722017,-340.3699012762461,395.55031376607974,-415.0114831214326,220.26445243739894,81.55845084107877,2.9111224399548026
24_1_0_20170103180601840.jpg.chip.jpg,2651.8340162733875,-3213.256662359877,-2057.3575074639652,-199.3092405864783,-498.2134392083825,497.016987132236,564.4217407668583,869.8200807786098,606.9602202871972,494.13922693997137,179.5201421023443,-550.9826449006767,756.648222319139,-864.7463971568277,-1151.431553321828,349.3322006963614,-669.691343856751,-1062.9117880665672,1207.1407684126702,486.88534128922265,160.16345756249154,705.0891234602911,1040.2567836560154,585.300146864363,-898.7544021782152,-234.62326808165346,-686.8865670158021,541.5276668888174,463.1537418647599,-66.29288863275907,954.9403607247451,-753.0314927000468,233.19383670005632,-168.83308373559044,86.36236984020218,365.92179538121405,-66.96685412041808,-217.9407099413637,-471.3526882693348,1102.8664098129823,-405.12302767362064,512.3433224100226,138.5816104949086,-623.2429890764515,159.22637321124247,-368.87701103999024,16.52968314919646,-251.15476043280717
24_1_0_20170103180625656.jpg.chip.jpg,-4768.518383141138,2114.5701693647006,1337.9655304135176,-461.02993520940214,2599.612216738714,810.3384444931893,-217.02738320185094,1164.0936284559791,1432.353756467764,-635.2299253606767,184.51252041934058,361.95509320883053,-410.4422643723463,1438.2156195483806,-1661.5025224273104,143.45750407810428,-190.36451357238127,-73.47114565614196,-1132.0878977338675,270.37080637785715,216.77793537170487,387.39849496556786,-603.9711639835776,757.2398014740459,-436.31907930785485,-367.0297891323902,134.96933140464023,-279.61249257599684,367.7015509451332,-373.51420149404174,-162.6259806882665,-1111.7745688348336,-114.8607567235093,113.9384525652285,-277.9901608758844,665.0019804867344,-355.383282487807,-67.95486952379781,-633.1886567535099,-54.83609250350586,19.948459228309357,531.1951246923309,-649.5741428176344,106.26782853878099,-75.67900887531106,129.69297738898155,106.56162330277711,-410.1072384459233
24_1_0_20170103180635111.jpg.chip.jpg,-4518.3250742477385,2079.902718235666,790.946496559944,1895.521083919563,-3232.211492241628,747.7611724846931,-473.8680893172389,416.0430968114686,382.9932250332413,-1662.6968223912154,24.981900790307026,321.4823276161212,1268.3934593924969,-613.3580207830324,801.8620464246038,-1276.7086233314405,-927.4862700431113,-497.6151118515908,-292.0337019989809,-335.67277987879856,-385.7663384979298,-360.9417264846134,193.2121076122878,109.09169565855306,-383.44190460482264,-505.960025022378,72.88717192706491,1103.495916277353,-367.53729487736166,-835.5780019773769,344.9326731812334,-334.2582011942693,-111.19925737535529,215.68574514184172,318.22814251818096,39.54816554543389,532.5888934987604,-185.9557481901441,-145.46408465859523,228.12844927464002,-816.3429656477913,898.3402708361665,-165.6829113648942,102.23502093361434,15.076059523660362,398.6822202557683,-301.7678562817983,-366.1964405303213
24_1_0_20170103180642496.jpg.chip.jpg,-2231.7285911503827,-4396.153204016361,-223.13545606313383,1268.2640149336366,1574.7421359179611,2591.38621141223,-846.8848806097975,922.1698608871045,-399.7060652621598,-233.62166217726926,-620.1257156452575,-7.453045388271069,-636.0029757384609,191.57535744527934,205.89011731216038,-87.19297031599373,-229.74961909152645,-95.49706563196142,316.992116199293,-437.1170948143422,-101.0535721820986,-476.3187197310463,-1194.2865178468323,458.83870258732566,-32.368839821206926,214.68601063070065,723.2958360612304,503.0118635358321,-618.2734797405402,42.52480685260248,141.49537443183198,-9.273470796033777,648.9012386435879,463.4268938522455,-158.4154807228604,636.668138198769,167.2743037993083,-183.43026708779468,323.8395532987963,-3.164223421822497,60.773160337415916,-537.8979343463932,233.09757837638261,179.52561146902556,-1.6898728296885874,140.2608693446669,209.71944369758862,939.2488414649983
24_1_0_20170103180732376.jpg.chip.jpg,47.77330283951475,-1232.0366330678225,1490.3617305823486,-3659.868650304883,1626.5717856981844,-667.0271363673904,-1675.930993824772,3529.357258634493,-1719.1450916648255,-2767.3513192249184,-1136.0942043187129,-1496.6772690065443,959.931987936678,144.5998906760564,-700.0525213534517,-673.186714913965,763.5387937193797,-474.3564057215531,2257.65753384573,-3230.0067510343324,-320.6118617121612,1239.4436618506577,165.19624555050694,501.90393082875613,-1867.1469588162076,-1008.6825971745864,771.4915556556209,-1888.1753848590495,63.861528381572235,386.96662779787084,-1313.385937593778,286.1244702548944,-887.1905434188192,-404.8769001535554,244.78506096956497,-597.9143090412564,-237.31658610486969,268.89840220455517,41.51385104703233,60.72681772606705,723.0586582580802,-381.89199643448006,-969.5876543855239,329.20389895089505,-285.44572467751016,-272.27854128662756,-349.9458058435687,125.53302239593297
24_1_0_20170103225156008.jpg.chip.jpg,5470.155496528711,1752.8751687496786,-2983.161812228427,1326.5962810872934,107.71789810049887,-65.87436914243966,299.3337607082143,-94.80159779601502,1666.474981696703,-1008.418588288974,-163.87696027379573,518.9756150795404,318.434466397203,-109.70196085170016,-703.8914714998813,50.37244456199863,-408.36118346209463,32.57233682025756,247.64315990371207,194.47021334204814,298.5873702997108,-26.647794010448173,239.70224398871036,-98.93131784935309,177.9140677633263,-361.7774505941947,-440.85944859459414,32.096969939733675,338.6051874315235,-439.0203398106694,302.20080279324765,142.93714642362636,-657.3591130315617,361.4527366730976,-549.3362942976253,-563.9829227814257,-730.0316415314455,369.5824361444409,128.81322890161275,-192.53319200394492,235.40905362422936,13.34397373910196,826.1294375258839,427.4200401598594,-73.61448592356496,-135.53822280398248,274.4825769149645,0.612807693589701
24_1_0_20170104021527253.jpg.chip.jpg,-2470.707808862921,-2813.3406658253757,-1280.3989625159836,2216.7256706330654,93.43083615623192,3120.341537946966,-296.8965153883264,-651.0498617259985,-1288.981521253396,-615.2922546183069,593.6252512303366,-444.5024081947996,223.49870872231472,76.50982448902745,800.8639440710033,-521.1467580954954,960.8472404917454,-1438.1139792772203,-622.8603910486553,-225.6186915885839,-464.31018309016207,-835.0102024654476,-267.08127615173987,23.906812154462408,-385.4345609302217,-31.297036904177908,115.79742194336882,28.818251778416496,-1008.2201882108851,666.8273520290281,31.161242147005073,-88.64835844298966,-714.4529017790813,547.0205715967967,-223.39231399328747,-174.02804968684524,-403.1561597773915,-241.4527723370311,-162.8196108328846,474.46970950673955,53.9064906300562,-625.225975713017,649.2279187851051,290.8503723711878,-450.682817524656,-147.83834772775285,-10.368550123242455,433.9426355566592
